tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	post-Waterberg	W04-11	W04		0	6.1	206.9		0	-25.73		29.45	
This study	post-Waterberg	W04-12	W04		0	6.0	206.9		0	-25.73		29.45	
This study	post-Waterberg	W04-2	W04		0	6.0	207.1		0	-25.73		29.45	
This study	post-Waterberg	W04-3	W04		0	6.0	207.0		0	-25.73		29.45	
This study	post-Waterberg	W04-4	W04		0	6.2	207.9		0	-25.73		29.45	
This study	post-Waterberg	W04-5	W04		0	5.8	205.9		0	-25.73		29.45	
This study	post-Waterberg	W04-6	W04		0	6.4	209.5		0	-25.73		29.45	
This study	post-Waterberg	W04-7	W04		0	6.0	207.0		0	-25.73		29.45	
This study	post-Waterberg	W04-8	W04		0	5.9	206.9		0	-25.73		29.45	
This study	post-Waterberg	W04-9	W04		0	5.9	207.1		0	-25.73		29.45	
This study	post-Waterberg	W05-1	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-10	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-11	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-12	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-13	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-2	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-3	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-4	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-5	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-6	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-7	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-8	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W05-9	W05		0	0.0	0.0		0	-25.75		29.47	
This study	post-Waterberg	W06-1	W06		0	6.9	179.0		0	-25.73		29.38	
This study	post-Waterberg	W06-10	W06		0	7.0	178.1		0	-25.73		29.38	
This study	post-Waterberg	W06-11	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-12	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-2	W06		0	7.0	178.2		0	-25.73		29.38	
This study	post-Waterberg	W06-3	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-4	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-5	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-6	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-7	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-8	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W06-9	W06		0	7.0	178.0		0	-25.73		29.38	
This study	post-Waterberg	W07-1	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-10	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-11	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-12	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-2	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-3	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-4	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-5	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-6	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-7	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-8	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W07-9	W07		0	0.0	0.0		0	-25.7		29.2	
This study	post-Waterberg	W08-1	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-10	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-11	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-12	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-2	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-3	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-4	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-5	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-6	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-7	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-8	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W08-9	W08		0	0.0	0.0		0	-25.58		28.57	
This study	post-Waterberg	W09-1	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-10	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-11	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-12	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-2	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-3	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-4	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-5	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-6	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-7	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-8	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W09-9	W09		0	0.0	0.0		0	-25.65		28.6	
This study	post-Waterberg	W10-1	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-10	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-11	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-12	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-2	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-3	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-4	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-5	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-6	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-7	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-8	W10		0	0.0	0.0		0	-25.66		28.7	
This study	post-Waterberg	W10-9	W10		0	0.0	0.0		0	-25.66		28.7	
